index,City,Date,Card Type,Exp Type,Gender,Amount,Reward Points Earned,Age Group,Annual Income,Credit Limit,Credit Utilization (%),Transaction Category (Online vs. POS)
10686,"Ahmedabad, India",29-Oct-14,Platinum,Food,F,268388,2683,18-25,300000,50000,100,Online
10687,"Bengaluru, India",28-Aug-14,Signature,Grocery,M,251929,2519,18-25,2000000,500000,50.39,Online
10688,"Greater Mumbai, India",06-Sep-14,Gold,Entertainment,F,198865,1988,26-35,500000,100000,100,Online
10689,"Greater Mumbai, India",02-May-15,Gold,Bills,M,27891,278,26-35,800000,200000,13.95,POS
10690,"Greater Mumbai, India",26-Apr-15,Silver,Grocery,M,45204,452,60+,300000,50000,90.41,POS
10691,"Delhi, India",23-Dec-13,Platinum,Bills,F,262226,2622,18-25,800000,200000,100,Online
10692,"Bengaluru, India",09-Feb-15,Signature,Bills,F,238824,2388,60+,1200000,300000,79.61,Online
10693,"Delhi, India",17-Feb-14,Platinum,Food,M,265715,2657,18-25,500000,100000,100,Online
10694,"Delhi, India",12-Jun-14,Silver,Grocery,F,32540,325,26-35,800000,200000,16.27,POS
10695,"Greater Mumbai, India",14-Feb-15,Silver,Grocery,F,223722,2237,36-45,300000,50000,100,Online
10696,"Bengaluru, India",04-Nov-14,Signature,Grocery,M,279250,2792,46-60,300000,50000,100,Online
10697,"Bengaluru, India",20-Sep-14,Signature,Fuel,F,279719,2797,18-25,800000,200000,100,Online
10698,"Delhi, India",07-Nov-14,Signature,Bills,M,260397,2603,36-45,300000,50000,100,Online
10699,"Bengaluru, India",07-Dec-14,Silver,Food,F,286523,2865,60+,300000,50000,100,Online
10700,"Ahmedabad, India",29-Jan-14,Platinum,Entertainment,F,115799,1157,46-60,2000000,500000,23.16,POS
10701,"Delhi, India",11-Nov-14,Silver,Grocery,M,294487,2944,26-35,800000,200000,100,Online
10702,"Bengaluru, India",23-Feb-14,Gold,Grocery,F,153070,1530,26-35,300000,50000,100,POS
10703,"Bengaluru, India",24-Feb-15,Gold,Bills,M,113493,1134,26-35,300000,50000,100,POS
10704,"Greater Mumbai, India",02-Nov-14,Platinum,Bills,M,9663,96,18-25,2000000,500000,1.93,POS
10705,"Delhi, India",19-Jan-14,Silver,Bills,M,281848,2818,26-35,800000,200000,100,Online
10706,"Ahmedabad, India",22-Aug-14,Silver,Entertainment,M,89433,894,26-35,2000000,500000,17.89,POS
10707,"Greater Mumbai, India",09-Jun-14,Silver,Grocery,M,163498,1634,26-35,300000,50000,100,Online
10708,"Greater Mumbai, India",08-Sep-14,Platinum,Food,M,102352,1023,46-60,300000,50000,100,POS
10709,"Ahmedabad, India",05-Dec-14,Silver,Grocery,F,36371,363,36-45,500000,100000,36.37,POS
10710,"Greater Mumbai, India",14-Jan-14,Signature,Bills,F,203660,2036,26-35,1200000,300000,67.89,Online
10711,"Greater Mumbai, India",29-Mar-15,Silver,Fuel,F,221358,2213,36-45,800000,200000,100,Online
10712,"Ahmedabad, India",21-Jan-15,Silver,Bills,M,47605,476,36-45,500000,100000,47.6,POS
10713,"Bengaluru, India",02-Nov-13,Gold,Grocery,F,65007,650,26-35,500000,100000,65.01,POS
10714,"Bengaluru, India",11-Oct-13,Platinum,Bills,M,201094,2010,60+,300000,50000,100,Online
10715,"Greater Mumbai, India",27-Sep-14,Signature,Grocery,M,215123,2151,26-35,1200000,300000,71.71,Online
10716,"Bengaluru, India",26-Sep-14,Gold,Grocery,F,270288,2702,26-35,800000,200000,100,Online
10717,"Delhi, India",15-Jun-14,Gold,Grocery,M,152952,1529,36-45,500000,100000,100,POS
10718,"Ahmedabad, India",28-Nov-13,Platinum,Grocery,F,49633,496,46-60,2000000,500000,9.93,POS
10719,"Delhi, India",26-Nov-14,Platinum,Entertainment,F,10916,109,36-45,2000000,500000,2.18,POS
10720,"Bengaluru, India",21-Sep-14,Silver,Entertainment,M,141441,1414,26-35,1200000,300000,47.15,POS
10721,"Greater Mumbai, India",18-Mar-14,Silver,Entertainment,F,32412,324,46-60,300000,50000,64.82,POS
10722,"Greater Mumbai, India",14-Apr-15,Platinum,Bills,M,56557,565,46-60,2000000,500000,11.31,POS
10723,"Greater Mumbai, India",29-Nov-14,Signature,Fuel,F,279948,2799,36-45,300000,50000,100,Online
10724,"Bengaluru, India",12-Feb-15,Signature,Bills,M,58598,585,26-35,500000,100000,58.6,POS
10725,"Delhi, India",28-Mar-15,Signature,Bills,F,45427,454,18-25,300000,50000,90.85,POS
10726,"Ahmedabad, India",08-Sep-14,Platinum,Entertainment,M,202255,2022,26-35,800000,200000,100,Online
10727,"Greater Mumbai, India",26-Jan-14,Platinum,Bills,M,112972,1129,36-45,800000,200000,56.49,POS
10728,"Ahmedabad, India",26-Mar-15,Silver,Bills,F,55596,555,18-25,1200000,300000,18.53,POS
10729,"Greater Mumbai, India",24-Jan-14,Gold,Entertainment,M,103068,1030,18-25,2000000,500000,20.61,POS
10730,"Greater Mumbai, India",01-Nov-14,Silver,Entertainment,F,257454,2574,36-45,800000,200000,100,Online
10731,"Greater Mumbai, India",28-May-14,Gold,Fuel,F,90550,905,36-45,1200000,300000,30.18,POS
10732,"Greater Mumbai, India",12-Jan-14,Silver,Bills,F,104891,1048,18-25,800000,200000,52.45,POS
10733,"Ahmedabad, India",24-Mar-14,Signature,Entertainment,F,115565,1155,36-45,500000,100000,100,POS
10734,"Delhi, India",20-Jul-14,Silver,Grocery,F,63983,639,46-60,500000,100000,63.98,POS
10735,"Ahmedabad, India",24-May-14,Silver,Food,M,137635,1376,26-35,500000,100000,100,POS
10736,"Bengaluru, India",19-Dec-13,Gold,Bills,F,102405,1024,26-35,300000,50000,100,POS
10737,"Ahmedabad, India",22-Dec-13,Silver,Grocery,M,284728,2847,18-25,800000,200000,100,Online
10738,"Delhi, India",10-Nov-14,Silver,Food,M,88815,888,26-35,1200000,300000,29.6,POS
10739,"Greater Mumbai, India",03-Dec-14,Silver,Bills,F,95384,953,26-35,800000,200000,47.69,POS
10740,"Delhi, India",25-Dec-13,Gold,Fuel,F,47652,476,60+,500000,100000,47.65,POS
10741,"Greater Mumbai, India",25-Mar-14,Silver,Bills,F,129659,1296,36-45,300000,50000,100,POS
10742,"Ahmedabad, India",13-Dec-13,Signature,Bills,F,14886,148,26-35,1200000,300000,4.96,POS
10743,"Greater Mumbai, India",11-May-15,Signature,Entertainment,F,172703,1727,60+,2000000,500000,34.54,Online
10744,"Ahmedabad, India",19-Dec-13,Gold,Entertainment,F,20973,209,46-60,800000,200000,10.49,POS
10745,"Delhi, India",10-Sep-14,Platinum,Bills,M,187569,1875,60+,1200000,300000,62.52,Online
10746,"Delhi, India",04-Mar-15,Signature,Grocery,F,129007,1290,36-45,500000,100000,100,POS
10747,"Ahmedabad, India",26-Jul-14,Platinum,Entertainment,M,137192,1371,26-35,300000,50000,100,POS
10748,"Delhi, India",21-Jun-14,Silver,Entertainment,F,252185,2521,18-25,1200000,300000,84.06,Online
10749,"Delhi, India",13-Apr-15,Signature,Food,M,273005,2730,18-25,2000000,500000,54.6,Online
10750,"Delhi, India",17-May-15,Platinum,Fuel,M,2948,29,36-45,500000,100000,2.95,POS
10751,"Delhi, India",25-Jan-15,Signature,Grocery,F,240854,2408,26-35,300000,50000,100,Online
10752,"Ahmedabad, India",07-Sep-14,Gold,Grocery,F,132128,1321,36-45,500000,100000,100,POS
10753,"Ahmedabad, India",02-Mar-14,Silver,Fuel,M,263893,2638,18-25,1200000,300000,87.96,Online
10754,"Ahmedabad, India",26-Feb-14,Platinum,Entertainment,F,290623,2906,60+,1200000,300000,96.87,Online
10755,"Delhi, India",01-Aug-14,Gold,Bills,M,124630,1246,26-35,800000,200000,62.32,POS
10756,"Bengaluru, India",03-Mar-15,Silver,Food,F,101691,1016,18-25,300000,50000,100,POS
10757,"Greater Mumbai, India",31-Jul-14,Signature,Entertainment,M,225420,2254,36-45,2000000,500000,45.08,Online
10758,"Ahmedabad, India",06-May-15,Silver,Entertainment,F,56347,563,18-25,800000,200000,28.17,POS
10759,"Bengaluru, India",16-Jan-15,Platinum,Fuel,F,173211,1732,46-60,2000000,500000,34.64,Online
10760,"Ahmedabad, India",22-Apr-14,Platinum,Entertainment,M,120125,1201,60+,300000,50000,100,POS
10761,"Ahmedabad, India",01-Feb-15,Gold,Bills,M,98103,981,26-35,1200000,300000,32.7,POS
10762,"Delhi, India",20-Sep-14,Silver,Bills,M,126904,1269,26-35,2000000,500000,25.38,POS
10763,"Greater Mumbai, India",01-Feb-14,Gold,Grocery,M,289969,2899,60+,2000000,500000,57.99,Online
10764,"Greater Mumbai, India",13-Feb-15,Platinum,Grocery,F,100992,1009,36-45,2000000,500000,20.2,POS
10765,"Greater Mumbai, India",10-Jan-14,Signature,Food,F,106252,1062,36-45,800000,200000,53.13,POS
10766,"Bengaluru, India",03-Jul-14,Platinum,Fuel,M,193734,1937,26-35,1200000,300000,64.58,Online
10767,"Bengaluru, India",16-Aug-14,Silver,Bills,F,227283,2272,18-25,800000,200000,100,Online
10768,"Ahmedabad, India",09-Nov-14,Gold,Fuel,M,25035,250,46-60,800000,200000,12.52,POS
10769,"Bengaluru, India",29-Dec-13,Platinum,Entertainment,F,296589,2965,36-45,300000,50000,100,Online
10770,"Bengaluru, India",30-Mar-14,Silver,Bills,F,5077,50,26-35,300000,50000,10.15,POS
10771,"Bengaluru, India",04-Jun-14,Platinum,Bills,M,190335,1903,36-45,300000,50000,100,Online
10772,"Greater Mumbai, India",11-Sep-14,Gold,Bills,M,216237,2162,46-60,1200000,300000,72.08,Online
10773,"Greater Mumbai, India",25-Nov-13,Platinum,Entertainment,F,296742,2967,26-35,300000,50000,100,Online
10774,"Delhi, India",25-May-14,Gold,Fuel,F,258244,2582,36-45,500000,100000,100,Online
10775,"Ahmedabad, India",06-Mar-14,Platinum,Fuel,M,131090,1310,46-60,1200000,300000,43.7,POS
10776,"Delhi, India",05-Aug-14,Silver,Food,F,226158,2261,26-35,1200000,300000,75.39,Online
10777,"Delhi, India",29-Nov-13,Silver,Fuel,F,207993,2079,26-35,500000,100000,100,Online
10778,"Ahmedabad, India",10-Apr-15,Platinum,Food,F,190487,1904,26-35,1200000,300000,63.5,Online
10779,"Greater Mumbai, India",09-Dec-14,Signature,Entertainment,M,190672,1906,36-45,300000,50000,100,Online
10780,"Bengaluru, India",05-Feb-15,Silver,Fuel,M,153878,1538,18-25,300000,50000,100,Online
10781,"Ahmedabad, India",24-Jan-15,Gold,Food,M,165963,1659,26-35,800000,200000,82.98,Online
10782,"Ahmedabad, India",27-Mar-15,Silver,Food,F,264577,2645,36-45,800000,200000,100,Online
10783,"Greater Mumbai, India",16-Feb-14,Platinum,Fuel,M,128793,1287,36-45,800000,200000,64.4,POS
10784,"Delhi, India",27-Apr-14,Gold,Bills,F,192900,1929,36-45,1200000,300000,64.3,Online
10785,"Delhi, India",11-Apr-15,Silver,Food,F,189914,1899,36-45,1200000,300000,63.3,Online
10786,"Greater Mumbai, India",03-Apr-14,Platinum,Bills,M,69842,698,26-35,300000,50000,100,POS
10787,"Ahmedabad, India",20-Mar-15,Gold,Food,F,32790,327,26-35,300000,50000,65.58,POS
10788,"Delhi, India",05-Nov-13,Silver,Food,M,104517,1045,26-35,2000000,500000,20.9,POS
10789,"Bengaluru, India",17-Jan-14,Platinum,Food,M,276188,2761,26-35,500000,100000,100,Online
10790,"Greater Mumbai, India",27-Nov-14,Signature,Fuel,M,279599,2795,60+,800000,200000,100,Online
10791,"Greater Mumbai, India",20-Jul-14,Gold,Fuel,M,138817,1388,26-35,1200000,300000,46.27,POS
10792,"Delhi, India",25-Apr-15,Silver,Bills,M,184400,1844,26-35,800000,200000,92.2,Online
10793,"Greater Mumbai, India",10-Mar-14,Silver,Bills,F,48212,482,26-35,500000,100000,48.21,POS
10794,"Bengaluru, India",23-Jan-14,Silver,Fuel,M,204438,2044,26-35,2000000,500000,40.89,Online
10795,"Greater Mumbai, India",10-Aug-14,Signature,Fuel,M,262142,2621,36-45,1200000,300000,87.38,Online
10796,"Bengaluru, India",13-May-14,Silver,Food,M,281654,2816,26-35,800000,200000,100,Online
10797,"Greater Mumbai, India",08-Nov-13,Platinum,Bills,F,30035,300,26-35,1200000,300000,10.01,POS
10798,"Delhi, India",04-Sep-14,Silver,Grocery,F,14374,143,18-25,1200000,300000,4.79,POS
10799,"Bengaluru, India",13-Feb-14,Signature,Grocery,F,52949,529,46-60,2000000,500000,10.59,POS
10800,"Bengaluru, India",21-Jan-14,Signature,Fuel,M,19917,199,26-35,1200000,300000,6.64,POS
10801,"Delhi, India",20-May-14,Silver,Bills,M,29036,290,26-35,1200000,300000,9.68,POS
10802,"Delhi, India",17-Jun-14,Signature,Entertainment,F,102197,1021,18-25,800000,200000,51.1,POS
10803,"Bengaluru, India",09-Apr-15,Platinum,Food,M,148861,1488,60+,2000000,500000,29.77,POS
10804,"Delhi, India",22-Oct-13,Platinum,Entertainment,F,268300,2683,26-35,800000,200000,100,Online
10805,"Delhi, India",13-Feb-15,Gold,Grocery,M,223303,2233,26-35,800000,200000,100,Online
10806,"Bengaluru, India",30-Oct-14,Gold,Food,M,299162,2991,36-45,300000,50000,100,Online
10807,"Greater Mumbai, India",31-Jan-15,Gold,Food,F,23783,237,26-35,300000,50000,47.57,POS
10808,"Greater Mumbai, India",25-Jun-14,Gold,Grocery,M,4242,42,60+,500000,100000,4.24,POS
10809,"Delhi, India",20-Nov-14,Platinum,Fuel,F,291118,2911,18-25,2000000,500000,58.22,Online
10810,"Delhi, India",26-Jun-14,Silver,Food,M,204273,2042,46-60,300000,50000,100,Online
10811,"Ahmedabad, India",24-Dec-13,Silver,Food,F,32448,324,46-60,300000,50000,64.9,POS
10812,"Ahmedabad, India",10-Mar-15,Platinum,Entertainment,F,102638,1026,46-60,800000,200000,51.32,POS
10813,"Ahmedabad, India",14-May-14,Gold,Bills,M,225082,2250,26-35,1200000,300000,75.03,Online
10814,"Bengaluru, India",05-Oct-14,Silver,Grocery,F,7700,77,36-45,500000,100000,7.7,POS
10815,"Bengaluru, India",04-May-15,Silver,Bills,F,242353,2423,26-35,500000,100000,100,Online
10816,"Bengaluru, India",06-Nov-13,Signature,Food,M,113095,1130,36-45,800000,200000,56.55,POS
10817,"Delhi, India",03-Jan-15,Platinum,Fuel,F,26189,261,36-45,500000,100000,26.19,POS
10818,"Ahmedabad, India",01-Mar-14,Gold,Fuel,F,27494,274,46-60,800000,200000,13.75,POS
10819,"Bengaluru, India",25-Nov-13,Signature,Bills,F,55806,558,26-35,2000000,500000,11.16,POS
10820,"Greater Mumbai, India",19-May-14,Silver,Food,F,15860,158,36-45,1200000,300000,5.29,POS
10821,"Ahmedabad, India",18-Feb-15,Gold,Grocery,M,29925,299,26-35,500000,100000,29.92,POS
10822,"Bengaluru, India",23-May-15,Signature,Fuel,F,169283,1692,36-45,800000,200000,84.64,Online
10823,"Delhi, India",26-Apr-15,Platinum,Fuel,M,190130,1901,36-45,300000,50000,100,Online
10824,"Bengaluru, India",08-Mar-14,Gold,Food,F,128446,1284,18-25,500000,100000,100,POS
10825,"Ahmedabad, India",15-Aug-14,Signature,Fuel,F,180903,1809,26-35,2000000,500000,36.18,Online
10826,"Greater Mumbai, India",03-Feb-15,Gold,Fuel,M,213379,2133,46-60,500000,100000,100,Online
10827,"Bengaluru, India",19-Feb-15,Gold,Entertainment,F,78392,783,46-60,500000,100000,78.39,POS
10828,"Delhi, India",05-Feb-14,Gold,Fuel,F,21940,219,26-35,500000,100000,21.94,POS
10829,"Delhi, India",11-Apr-15,Silver,Fuel,F,224058,2240,36-45,500000,100000,100,Online
10830,"Delhi, India",03-Jun-14,Silver,Food,M,169077,1690,26-35,800000,200000,84.54,Online
10831,"Greater Mumbai, India",27-May-14,Gold,Grocery,F,106021,1060,18-25,500000,100000,100,POS
10832,"Greater Mumbai, India",23-Jan-15,Signature,Fuel,F,283260,2832,26-35,1200000,300000,94.42,Online
10833,"Greater Mumbai, India",18-May-15,Silver,Grocery,M,14222,142,36-45,300000,50000,28.44,POS
10834,"Bengaluru, India",22-Sep-14,Silver,Food,F,99215,992,26-35,800000,200000,49.61,POS
10835,"Greater Mumbai, India",29-Oct-13,Gold,Entertainment,F,178375,1783,36-45,2000000,500000,35.68,Online
10836,"Ahmedabad, India",31-May-14,Silver,Fuel,M,293827,2938,26-35,800000,200000,100,Online
10837,"Greater Mumbai, India",05-Jan-15,Silver,Fuel,F,202775,2027,46-60,500000,100000,100,Online
10838,"Greater Mumbai, India",26-Apr-15,Gold,Grocery,F,135734,1357,36-45,500000,100000,100,POS
10839,"Delhi, India",25-Nov-13,Signature,Fuel,F,93307,933,46-60,2000000,500000,18.66,POS
10840,"Ahmedabad, India",17-May-14,Gold,Food,F,76515,765,26-35,1200000,300000,25.5,POS
10841,"Bengaluru, India",23-Nov-14,Signature,Bills,M,265493,2654,36-45,500000,100000,100,Online
10842,"Bengaluru, India",27-Jun-14,Gold,Bills,M,2852,28,36-45,500000,100000,2.85,POS
10843,"Ahmedabad, India",16-Apr-14,Platinum,Grocery,F,34195,341,26-35,2000000,500000,6.84,POS
10844,"Ahmedabad, India",13-Dec-14,Gold,Entertainment,F,73014,730,60+,300000,50000,100,POS
10845,"Bengaluru, India",01-Jun-14,Signature,Bills,F,264725,2647,26-35,500000,100000,100,Online
10846,"Greater Mumbai, India",05-Jan-15,Signature,Grocery,M,244839,2448,18-25,2000000,500000,48.97,Online
10847,"Ahmedabad, India",27-Dec-13,Gold,Grocery,F,53266,532,36-45,800000,200000,26.63,POS
10848,"Delhi, India",24-Jan-15,Silver,Entertainment,F,269474,2694,36-45,300000,50000,100,Online
10849,"Delhi, India",10-Mar-15,Platinum,Bills,M,110829,1108,26-35,300000,50000,100,POS
10850,"Greater Mumbai, India",20-Oct-14,Silver,Grocery,F,133809,1338,26-35,1200000,300000,44.6,POS
10851,"Greater Mumbai, India",01-Sep-14,Signature,Fuel,M,12306,123,26-35,2000000,500000,2.46,POS
10852,"Greater Mumbai, India",25-Nov-13,Platinum,Entertainment,M,80450,804,26-35,800000,200000,40.22,POS
10853,"Ahmedabad, India",25-May-14,Silver,Entertainment,F,182220,1822,26-35,500000,100000,100,Online
10854,"Bengaluru, India",08-Jun-14,Silver,Fuel,M,140648,1406,26-35,800000,200000,70.32,POS
10855,"Bengaluru, India",27-Dec-13,Gold,Fuel,F,220939,2209,36-45,300000,50000,100,Online
10856,"Ahmedabad, India",02-Nov-13,Platinum,Food,M,85678,856,26-35,300000,50000,100,POS
10857,"Delhi, India",04-Nov-13,Platinum,Food,M,298059,2980,46-60,2000000,500000,59.61,Online
10858,"Bengaluru, India",13-Mar-15,Silver,Entertainment,F,90609,906,46-60,800000,200000,45.3,POS
10859,"Delhi, India",03-Dec-14,Gold,Grocery,M,216920,2169,36-45,500000,100000,100,Online
10860,"Delhi, India",22-Sep-14,Silver,Grocery,F,135471,1354,60+,800000,200000,67.74,POS
10861,"Ahmedabad, India",12-Nov-13,Platinum,Entertainment,F,263028,2630,36-45,2000000,500000,52.61,Online
10862,"Ahmedabad, India",06-Aug-14,Silver,Bills,F,48726,487,36-45,500000,100000,48.73,POS
10863,"Delhi, India",22-Oct-13,Gold,Fuel,M,114384,1143,36-45,2000000,500000,22.88,POS
10864,"Ahmedabad, India",11-Sep-14,Silver,Bills,M,241032,2410,36-45,500000,100000,100,Online
10865,"Delhi, India",17-May-15,Silver,Grocery,M,62831,628,26-35,800000,200000,31.42,POS
10866,"Delhi, India",19-Jun-14,Gold,Fuel,F,78225,782,36-45,2000000,500000,15.65,POS
10867,"Ahmedabad, India",16-Dec-14,Platinum,Food,M,26272,262,36-45,800000,200000,13.14,POS
10868,"Greater Mumbai, India",20-Dec-14,Platinum,Grocery,F,236574,2365,18-25,2000000,500000,47.31,Online
10869,"Bengaluru, India",06-Jan-15,Gold,Food,F,52755,527,26-35,300000,50000,100,POS
10870,"Greater Mumbai, India",11-Feb-14,Signature,Entertainment,F,228191,2281,18-25,800000,200000,100,Online
10871,"Greater Mumbai, India",11-May-15,Platinum,Grocery,M,276244,2762,36-45,800000,200000,100,Online
10872,"Delhi, India",30-Jun-14,Silver,Food,F,222180,2221,26-35,300000,50000,100,Online
10873,"Delhi, India",30-Oct-14,Silver,Grocery,M,23392,233,26-35,1200000,300000,7.8,POS
10874,"Delhi, India",25-Jul-14,Platinum,Entertainment,M,238698,2386,26-35,800000,200000,100,Online
10875,"Ahmedabad, India",02-Feb-14,Gold,Grocery,M,60348,603,18-25,300000,50000,100,POS
10876,"Ahmedabad, India",07-Jan-15,Platinum,Bills,F,255979,2559,36-45,1200000,300000,85.33,Online
10877,"Greater Mumbai, India",05-Mar-15,Gold,Grocery,F,166315,1663,36-45,1200000,300000,55.44,Online
10878,"Bengaluru, India",03-Jul-14,Gold,Fuel,M,146473,1464,36-45,300000,50000,100,POS
10879,"Ahmedabad, India",17-Mar-15,Signature,Grocery,F,177640,1776,36-45,1200000,300000,59.21,Online
10880,"Bengaluru, India",02-Jun-14,Platinum,Food,M,175856,1758,36-45,500000,100000,100,Online
10881,"Delhi, India",19-Jun-14,Gold,Grocery,M,254992,2549,18-25,500000,100000,100,Online
10882,"Ahmedabad, India",03-Jan-15,Gold,Food,F,108893,1088,36-45,800000,200000,54.45,POS
10883,"Bengaluru, India",09-Dec-13,Signature,Entertainment,F,113909,1139,46-60,800000,200000,56.95,POS
10884,"Greater Mumbai, India",25-Feb-15,Signature,Fuel,F,145297,1452,36-45,1200000,300000,48.43,POS
10885,"Ahmedabad, India",03-Nov-14,Gold,Entertainment,M,290733,2907,36-45,2000000,500000,58.15,Online
10886,"Bengaluru, India",30-Nov-14,Silver,Food,M,37191,371,60+,800000,200000,18.6,POS
10887,"Bengaluru, India",17-Feb-14,Silver,Fuel,F,141302,1413,36-45,300000,50000,100,POS
10888,"Greater Mumbai, India",05-Aug-14,Gold,Food,M,181826,1818,36-45,300000,50000,100,Online
10889,"Delhi, India",21-Apr-14,Gold,Entertainment,F,175399,1753,26-35,300000,50000,100,Online
10890,"Bengaluru, India",25-Apr-15,Platinum,Entertainment,M,178733,1787,60+,2000000,500000,35.75,Online
10891,"Bengaluru, India",30-Oct-14,Silver,Entertainment,F,272183,2721,26-35,300000,50000,100,Online
10892,"Greater Mumbai, India",27-Apr-14,Silver,Food,F,87761,877,36-45,2000000,500000,17.55,POS
10893,"Greater Mumbai, India",23-Mar-14,Silver,Food,F,242330,2423,60+,2000000,500000,48.47,Online
10894,"Bengaluru, India",07-May-14,Gold,Entertainment,M,160229,1602,26-35,300000,50000,100,Online
10895,"Delhi, India",29-Jan-14,Signature,Grocery,M,131098,1310,26-35,2000000,500000,26.22,POS
10896,"Ahmedabad, India",08-Feb-15,Platinum,Food,M,244001,2440,60+,800000,200000,100,Online
10897,"Delhi, India",16-Nov-13,Gold,Bills,F,71323,713,26-35,500000,100000,71.32,POS
10898,"Greater Mumbai, India",09-Jan-14,Gold,Food,M,164379,1643,46-60,300000,50000,100,Online
10899,"Delhi, India",27-Mar-14,Signature,Grocery,F,141002,1410,36-45,500000,100000,100,POS
10900,"Bengaluru, India",27-Oct-13,Gold,Fuel,F,59639,596,18-25,300000,50000,100,POS
10901,"Bengaluru, India",01-Feb-14,Silver,Grocery,F,32334,323,26-35,300000,50000,64.67,POS
10902,"Ahmedabad, India",04-Aug-14,Gold,Food,F,122732,1227,36-45,1200000,300000,40.91,POS
10903,"Greater Mumbai, India",04-Jun-14,Signature,Entertainment,F,254495,2544,36-45,800000,200000,100,Online
10904,"Greater Mumbai, India",17-May-14,Silver,Fuel,F,250289,2502,36-45,300000,50000,100,Online
10905,"Delhi, India",28-Jan-14,Signature,Bills,M,206408,2064,36-45,2000000,500000,41.28,Online
10906,"Bengaluru, India",14-Apr-14,Signature,Food,M,58004,580,46-60,1200000,300000,19.33,POS
10907,"Greater Mumbai, India",20-Sep-14,Signature,Bills,M,194875,1948,36-45,1200000,300000,64.96,Online
10908,"Greater Mumbai, India",01-Feb-15,Gold,Bills,F,175913,1759,46-60,300000,50000,100,Online
10909,"Bengaluru, India",01-Jul-14,Gold,Grocery,F,8078,80,36-45,500000,100000,8.08,POS
10910,"Ahmedabad, India",12-Feb-14,Gold,Entertainment,F,157862,1578,18-25,1200000,300000,52.62,Online
10911,"Greater Mumbai, India",02-Apr-15,Silver,Food,F,104621,1046,36-45,2000000,500000,20.92,POS
10912,"Greater Mumbai, India",11-Jan-14,Silver,Grocery,M,104600,1046,26-35,300000,50000,100,POS
10913,"Ahmedabad, India",28-Dec-13,Gold,Entertainment,F,61139,611,46-60,1200000,300000,20.38,POS
10914,"Ahmedabad, India",08-Apr-15,Gold,Bills,F,237186,2371,26-35,1200000,300000,79.06,Online
10915,"Bengaluru, India",24-Jan-14,Signature,Food,F,180296,1802,26-35,500000,100000,100,Online
10916,"Ahmedabad, India",05-Nov-13,Silver,Food,F,268989,2689,46-60,500000,100000,100,Online
10917,"Greater Mumbai, India",29-Mar-15,Gold,Food,M,122680,1226,26-35,2000000,500000,24.54,POS
10918,"Greater Mumbai, India",29-Oct-14,Silver,Bills,F,285316,2853,26-35,2000000,500000,57.06,Online
10919,"Greater Mumbai, India",26-Feb-14,Platinum,Bills,M,114366,1143,46-60,300000,50000,100,POS
10920,"Greater Mumbai, India",30-Mar-15,Signature,Entertainment,M,49233,492,60+,300000,50000,98.47,POS
10921,"Bengaluru, India",07-Oct-13,Silver,Grocery,M,184766,1847,46-60,300000,50000,100,Online
10922,"Greater Mumbai, India",02-Jun-14,Gold,Fuel,M,52872,528,36-45,500000,100000,52.87,POS
10923,"Ahmedabad, India",11-Mar-14,Gold,Food,F,93977,939,46-60,800000,200000,46.99,POS
10924,"Greater Mumbai, India",27-Dec-13,Platinum,Grocery,F,291442,2914,18-25,800000,200000,100,Online
10925,"Ahmedabad, India",13-Oct-13,Signature,Food,M,298591,2985,26-35,2000000,500000,59.72,Online
10926,"Ahmedabad, India",02-Apr-14,Platinum,Entertainment,M,295628,2956,26-35,1200000,300000,98.54,Online
10927,"Ahmedabad, India",06-Jul-14,Gold,Bills,M,128275,1282,26-35,300000,50000,100,POS
10928,"Bengaluru, India",10-Oct-14,Signature,Entertainment,M,284371,2843,26-35,300000,50000,100,Online
10929,"Greater Mumbai, India",16-Mar-15,Gold,Grocery,M,187169,1871,18-25,2000000,500000,37.43,Online
10930,"Bengaluru, India",27-Nov-14,Gold,Fuel,M,8782,87,36-45,1200000,300000,2.93,POS
10931,"Greater Mumbai, India",06-Mar-14,Platinum,Entertainment,M,185121,1851,36-45,2000000,500000,37.02,Online
10932,"Ahmedabad, India",11-Jan-14,Silver,Fuel,M,233134,2331,26-35,500000,100000,100,Online
10933,"Greater Mumbai, India",07-Dec-13,Platinum,Bills,F,45708,457,60+,2000000,500000,9.14,POS
10934,"Ahmedabad, India",16-Oct-13,Gold,Grocery,M,207501,2075,36-45,500000,100000,100,Online
10935,"Delhi, India",10-Dec-14,Silver,Grocery,F,127848,1278,36-45,300000,50000,100,POS
10936,"Bengaluru, India",31-May-14,Platinum,Grocery,F,205266,2052,18-25,300000,50000,100,Online
10937,"Delhi, India",12-Apr-14,Silver,Grocery,F,59929,599,18-25,1200000,300000,19.98,POS
10938,"Bengaluru, India",01-Jul-14,Gold,Bills,M,225828,2258,26-35,500000,100000,100,Online
10939,"Ahmedabad, India",24-Mar-14,Platinum,Food,F,111019,1110,36-45,2000000,500000,22.2,POS
10940,"Ahmedabad, India",20-Mar-15,Silver,Bills,M,134601,1346,36-45,500000,100000,100,POS
10941,"Delhi, India",28-Mar-14,Platinum,Bills,M,228229,2282,60+,500000,100000,100,Online
10942,"Ahmedabad, India",04-Apr-14,Silver,Grocery,F,18165,181,26-35,500000,100000,18.16,POS
